comment_sen,score
看好了的日版，废手点错买了国行，只顶***蘑菇，没有七天都不让退，算了。。。顶蘑菇吧,0
给还没买的玩家说一下，千万别买国行，我已经咸鱼低价卖了，重新买了港版的。国行没游戏的，无法和外服联机，真的废物。国行商店是空的白的，如果只是买卡玩就算了，关键是买了卡你也不能链机，不能连接服务器，比如暗黑3就不能玩赛季只能玩单机等等。现在论坛贴吧里基本只有**会买国行，我已经当一次**了，希望后面的玩家不要和我犯一样的错误,0
国行说真的不怎么可以，不能切换地区，游戏目前只有一个，所以说要玩其他的不能下载只能买游戏卡，也就是说基本可以不用买存储卡，反正不推荐国行,1
"流畅度：很流畅，效果也很好，未曾发现有卡顿
运行速度：运行卡带游戏无任何卡顿，效果很好
稳定性：目前来说很稳定，这段时间在家陪孩子玩玩游戏了
画面效果：掌机效果还可以吧，接到电视上效果很好，非常清晰
外形外观：买的灰色手柄，外型很喜欢，并可以切换三种模式，很喜欢
产品包装：包装很好，外面有个大纸箱保护，游戏机自带盒子无损伤",2
建议对Ns不了解的新人不要入国行 多去贴吧看看关于国行的消息 现在买来就只有一款游戏,0
不能联机，想要联网的千万别买，只能买来打单机！,0
说实在的确实一般，游戏就一个.游戏的上线速度也很慢，卡手柄的地方还松动.,1
一星京东服务，垃圾客服,0
**商家，绝对给差评，当时买这款游戏机的时候说的可以购买游戏卡盘或者网上购买游戏，结果花钱买回来只能玩一款一款游戏，问客服，客服说现在就一款可以玩，其他还没有上线，那买的时候为什么不告诉客户，这不明摆着骗顾客么,0
外形外观：花两千多买了块砖  一个多月了 商城只有一款游戏 疯狂跌价 买过最不保值的东西 一星都不想给 游戏机没有游戏卖个鬼 手柄也一直缺货,0
机子不错，可是没有游戏啊，天天只有一个顶蘑菇，早都玩腻了，快点出新游戏吧,1
"流畅度：买来连接电视玩，流畅度很好。
运行速度：游戏启动速度很快。
画面效果：画面效果很好，卡通画面适合孩子玩耍
稳定性：机器发热正常，电池很给力。
机器正品，包装也很精细。国行版本挺适合新手玩家，买来就是全家休闲欢乐的，买国行更省事也有保障。马车8真香！期待引进更多游戏！",2
"外形外观：外观非常漂亮，屏幕很大看着很舒服
画面效果：画面效果连上家里的65寸索尼大电视和房间小电视都很震撼
运行速度：运行很流畅
期待后续的健身环大冒险国行尽快通过审批，可以一家人一起健身",2
塑料感很强，没有质感，也没有游戏玩，不支持4K显示，有点落后。,0
前天晚上定第二天中午到啦方便快速的物流，机子很好,2
"流畅度：运行流畅
运行速度：速度很快
画面效果：画面清晰，效果很棒
产品包装：产品包装不错，唯一让人气愤的就是送来的时候只有一个塑料袋包装的，京东你差一个纸箱的钱么？这么贵的东西包装这么草率，真是无语",1
挺好的，搞活动的时候买的，媳妇孩子在家无聊，特殊时期买个游戏机解闷。流畅度很不错，运行速度也可以，稳定性强，画面效果非常好，不愧是@产品，外形外观颜值也很高。产品包装很结实。物流很棒，送货速度比较快。总之，一个好产品。,2
两千块买了个小玛丽，只有三款游戏不说还都要付费，体感效果极差。商家对外面哪些游戏兼容一问三不知，还不让退货，开玩笑我不拆开怎么知道体验效果！赞,0
画质很高 还可以 坐等游戏到,2
流畅度：哇咔咔，我心心念的switch终于到了，京东依旧给力，送货速度杠杠的，机器很好，包装很严实，第一次买，以前玩xbox，感觉还是老任的游戏耐玩，童年回忆再次涌现出来了，第一时间试玩了马里奥u，真怕自己也着迷下去，任天堂很合适一家玩，自己独自也能玩半天，画风可爱，很不错，买国行冲着就是保修有保障，希望游戏可以赶快增加，支持国行。,2
"运行速度：特别流畅
稳定性：稳定性好
外形外观：好看，但手持稍微费劲，我接电视玩无所谓
画面效果：画风太可爱了 老婆很高兴
产品包装：新年限量版 开心啊！现在好像已经买不到了",2
"流畅度：没话说，游戏主机肯定比手机或者电脑游戏流畅
运行速度：暂时只玩了一个马力欧U，读取游戏速度还是比较快的，场景过度基本没卡顿。
稳定性：这个不用多说吧，国行第一个出的游戏。
画面效果：超级漂亮的，感觉马力欧U就像我小时候玩红白机的超级玛丽3，基本一模一样，但是画面漂亮几百倍。
外形外观：插电视可当游戏主机，比XBOX、PS4小很多；也可以当掌机，稍微比手机长一点，还是很不错的手感。
产品包装：全新，这个没话说，京东物流也很快。",2
这次的购物总的来说还是很满意的，物美价廉，当时看到搞活动，我就直接下单了，抱着期待的心情等了几天，终于收到了游戏机，拿到switch后掂量了好久，真的挺喜欢的。而且刚好搞活动，这个价买到这个switch真的很好啊，个人感觉很好嘻嘻嘻，没踩坑,2
我认当国行勇士，可是质量也太垃圾了，到了不到十天，使用总计不到40小时，基座就坏了，不能连电视充电。现在换货，国行的不方便就不多说了，现在质量也这么垃圾，考虑入的真要好好考虑一下了。,0
"没事的时候休闲一下很好 煮糊了推荐一下 就是好难搞！
流畅度：整机运行流畅 期待国行以后更好游戏更多
运行速度：运行速度正常 这类游戏一般都需要加载时间
画面效果：屏幕显示很好 没有漏光什么的问题
外形外观：手柄设计很赞 两个小手柄拿起来手感很好 没有发现手柄难拆的问题
产品包装：包装很严 无拆封痕迹
稳定性：没有出过问题",2
只能说千万要看好，刚接触的不建议购买国行，商家服务和保修一年价格特别高不如买一个，发现问题第一时间退货千万不要换货不然吃亏吃定了,0
"国行没后门就是砖头，我**真的气死了。
还是动森limt香",1
对于无论是轻度玩家还是深度爱好者而言，稳定性超棒，外形外观高大上，我挑选的配色很喜欢，我认为比彩色还好看。这款绝对是你不可多得的一件宝物，联网这件事我真的无所谓家里还有，选择国行经济实惠性价比超高的，买游戏卡玩完全不用等龟速的下载游戏时间，大大满足了个人需求。首选收到包装特别好，快递绝对的神速特别特的快，炒鸡装机的第一时间玩起了经典游戏，很流畅一点都不卡。国行真的太有良心了，这段时间一直没涨价，简直就是国货之光呀！支持最好的京东！,2
国行不推荐。,1
"流畅度：完美游戏～
运行速度：超级大作
稳定性：流程无比
画面效果：清晰流畅
外形外观：大气。
产品包装：精致
非要我再加那么多个字形容的话、那就是超级无敌好用",2
很棒～速度很快～买了舞力全开，可惜不能联网～现在就等健身环啦！,2
活动价格2199元，再用50元京券加三期免息，非常不错。送货的速度也很神速，早上10点过点下单，下午5点就收到了。包装很好，用了纸箱，没有只是包了个塑料袋。送的东西也还不错，虽有些小问题，京东售后已经完美解决，点赞。不愧是最好的服务商,2
外形外观：拿到手开机创建账号的那一刻，我就已经后悔了，机子是好东西，就是不能像其他版本关键任天堂账号，跨区域买游戏，这样一个游戏价格起码高好几百！多玩两个游戏又能再买一台了！哎~~现在有点痛苦，开封又不能退~~~,1
"买了以后最大感受：我还是从前那个少年没有一丝丝改变?
京东国行优势
1、价格良心，品质保证！
2、多买两年保修，玩的放心
3、支持国行，改善国内游戏环境
4、各类大作插卡就玩，马照骑，舞照跳，树枝照捡。
最后祝国行大作越来越多，大家玩得尽兴！
流畅度：非常流畅
稳定性：近三周每天5到8小时，不过热。很稳。
外形外观：设计感十足
产品包装：正规，配件充足。",2
没有游戏也能叫游戏机？,0
买套餐竟然比单拍机器?单拍游戏卡?内存卡还贵300，为什么不标注出来？和客服反馈客服说就这样解决不了，真的无语了，那为什么还要出套餐？没见过这种商家,0
千万不推荐买 商城只有一个游戏 只能玩采蘑菇 上当了 还不能退 不知道谁给的勇气 商城只有一个游戏就退出了国行版本机子 如果不想2000元买个砖头的化 还是推荐买钢版和日版,0
"流畅度：机器性能虽然不是先进，但是游戏流畅度很好。
运行速度：玩了一个预装的游戏，运行速度较快，没有感觉到卡顿。
稳定性：稳定性方面没发现什么问题。
画面效果：720P已经落后了，但是实际使用起来效果还不错，优化做的很好。
外形外观：外形外观上还有需要改进的地方。比如按键的间隔可以扩大点，左边的手柄是不是可以直接设计成十字键等等。键程比较短，手感偏硬，个人觉得不如PSP舒服。外形有发弯的情况，估计是设计和做工问题。
产品包装：包装必须差评。套装直接用一个普通的塑料袋装着，到手都破洞了。包装盒也多处受伤，可以说惨不忍睹。
其他方面： 感觉国行发布有些着急，只有一款首发游戏，给人体验确实不好。另外，首发和双十二活动太乱，预售也没什么用。希望多出国行版游戏吧，或者给个曲线解决方法。毕竟买游戏机，不是为了买机器。为了情怀买单，但是也希望国行别太坑。",1
辣鸡，全商城就一个吃蘑菇，建议停售,0
"流畅度：棒，无卡顿，跟ps一样棒
画面效果：还可以
外形外观：好看，红蓝是我的最爱，超喜欢
游戏机很棒，看了测评可以使用国外的卡带也可以更新，但不能下载dlc
目前只有一个游戏超级马里奥U，马车和奥德赛还得等，现在的游戏库确实很差
国行的价格真的很便宜，而且还有保修，手柄和xb*x、p**起来确实很糟，玩久了手累没什么操作感
最后，塞尔达赶快出啊！",2
"超级喜欢～每天都玩～支持国行续航版～加油?期待更多游戏?棒棒哒?
流畅度：非常流畅
外形外观：超级漂亮
产品包装：干净整洁
运行速度：飞速来到我身边
稳定性：必须稳稳哒
画面效果：那是极好的呢",2
"流畅度：完美，超级流畅，塞尔达*载无卡顿，3s。
运行速度：超级快，切换界面，游戏中都超级迅速。
稳定性：无任何问题，如丝般顺滑，接入电视是最爽的，超级大屏幕。
画面效果：72*p没影响，我觉得挺棒的，无颗粒感，连接电视也很爽。
外形外观：外观这个都一个模具出来的就不说了，漂亮啊！哈哈。
产品包装：铝制收纳包太棒了。",2
游戏太少了，其他还行,1
"流畅度：爽得很，流畅到飞起！
运行速度：快就一个字！！
稳定性：很稳！！运行游戏一直畅玩！
画面效果：720P还行，肯定比不上PS4！
外形外观：卡通！
产品包装：略显简陋！",2
非常喜欢这个游戏机，让我找回了童年时代的记忆，画面清晰，音质效果很好，还能和家人一起玩,2
"流畅度：异常流畅，非常满足
稳定性：随便玩了一下觉得还行  但是刚开始还有待验证
外形外观：很好  基本上很满意了（就是没有贴膜有点难受哈哈哈）
产品包装：够紧密安全
运行速度：biu特否
画面效果：以了",2
国行主机什么游戏都加不了好友，只能自己玩。建议别买,0
刚拿到手东西就是坏的完全没有用，申请换货困难重重，提交厂家维修维修显示时间需要差不多一个月时间之久，没有购买的千万不要买！这么相信国行，居然把自己同胞当钱包！不要买！不要买！不要买！,0
"流畅度：很流畅
运行速度：再加一个流畅
稳定性：稳定，还没有出现过卡顿的情况
外形外观：很酷
产品包装：完好无损
支持国行，可是只有一个游戏，赶快上新啊，除了玛丽奥，把另外几个有名的RPG也上了吧。别让支持国行的人寒心啊！也千万别让支持国行的勇士变成国行烈士。",2
如果能给0?，就一个都不想给。没有服务可言，新机就告诉我要回场检测，新机就有问题。真的是厉害了。,0
"流畅度：很好  目前买了两个游戏  NICE
运行速度：必须快
稳定性：很好  目前没有卡顿
画面效果：非常好
外形外观：还用说嘛  必须
产品包装：包装很环保?",2
"流畅度：很流畅，读卡，开机不卡顿。
运行速度：游戏运行速度很快，充电速度快
稳定性：配件易拆装，安装后也很牢固。
画面效果：色彩鲜明，自动智能匹配游戏最佳画质
外形外观：无磕损
产品包装：配件齐全。",2
垃圾**，2个月都不更新游戏！！,0
不错的游戏机，虽然是替我哥买的。倒是试了一下果然玩起来很流畅，而且这东西很容易着魔，一玩就一下午。打发时间必备。真心推荐。发货速度也很快，隔天就到了，特别喜欢京东的发货速度，发货员也会不厌其烦的打电话通知你，不管你几个快递分几次发，都会一个一个送,2
产品包装：包装其实都还好，但是我很好奇，新机器为什么没有防拆标签封口贴，我看了里面很多评论，好些图片都有标贴，我的开包就没有，长时间视频没办法上传，能证明拆开包装就没有，但是机器没有问题，有些堵心，三颗星吧，第一次给三颗星,1
勇士用血与泪的教训告诉各位，千万千万不要买，游戏机连最基本的游戏都没有，买了两个月蘑菇都顶烂了都没出新游戏，国内的各种制度问题还是不推荐买国行机器。,0
"当了国行勇士，只能怪自己太单纯，没好好研究
switch小白请注意:
1.目前国行商店只有3个游戏，其他游戏想玩只能买卡带
2.所有卡带游戏均无法联网跟别的玩家互动",0
双人玩马里奥，一个人死的时候有卡顿啊,1
"流畅度：全部都是一级棒
运行速度：全部都是一级棒
稳定性：全部都是一级棒
画面效果：全部都是一级棒
外形外观：全部都是一级棒
产品包装：全部都是一级棒",2
"流畅度：很好
外形外观：经典
产品包装：纸壳装有破损
画面效果：非常好
运行速度：没的说
稳定性：很稳定",2
"流畅度：非常流畅，比想象中的要好很多，网络也稳定！
运行速度：很快，很顺手，没有丝毫卡顿！
稳定性：游戏稳定，暂时游戏不是很多，等大游戏出来才知道。
画面效果：虽然是720p，但是一点也不影响，效果很好，比想象中的清晰！
外形外观：很漂亮，手感也很舒服！
产品包装：包装完好，崭新的！",2
买来玩动森，肝了一个月，小岛马上就要竣工了，突然就坏掉了，自己查了下应该是充电的地方坏掉了，寄给维修的地方检修被告知修不好了只能换新，数据也恢复不了，我的心血全没了！！其实客服售后什么的没啥问题，但是我真的很！不！开！心！！为什么这么快就坏了，为什么修不好！！,0
"流畅度：很好
运行速度：很好
外形外观：很好
稳定性：很好
画面效果：好 
产品包装：很好",2
国行版巨坑 最好别买国行版 游戏商店只有一个299的马里奥 如果你是勇士就买国行吧 最好买港版和日版,0
"流畅度：试玩版游戏运行非常流畅。
运行速度：运行速度很好些，加载之类的都很快。
稳定性：玩了好久，很稳定没有卡顿和司机。
画面效果：720p的屏幕显示很细腻，当然和现款大部分手机没法比，毕竟两年前的硬件。
外形外观：很喜欢，创新的掌机和主机二合一，看起来也很好看。
产品包装：简约的包装，符合任天堂一贯的风格。
想起来30年前为了买红白机躺在地上打滚的情景（其实我已经记得不太清楚了，但是我妈一直记得，还偶尔提起），那会儿貌似400左右，我最喜欢沙罗曼蛇和赤色要塞，一张卡要100多，后来才出现N合一的几十块的游戏卡。",2
"产品包装：非常漂亮，大气！
外形外观：红蓝手柄去到哪里都是焦点！
画面效果：很爽！坐等明晚的马8！
支持国行，希望越来越好！",2
一个月不到就手柄漂移，真棒,0
"流畅度：快
运行速度：快
稳定性：稳
画面效果：非常棒
外形外观：完美
产品包装：完美
不能出门只能靠他来消磨时间了",2
下单前预计明天送达，下单后过了两天才发货，前后5天才送达；包装盒子有碰撞痕迹轻*，机子完好。,1
品控非常差，主机后背板弯曲，手柄跟主机贴合也不紧。问客服能否七天无理由退换，她说不行，只能寄回去检修。谁知道这个过程中会不会被换了台二手货，只能只认倒霉。,0
很多游戏都玩不了，建议买日版，还有外出玩游戏还要带座机才能连接电视感觉有点傻，研发游戏有点跟不上时代了！但发货速度快,1
"流畅度：整体操作简洁流畅，操作起来容易上手，非常好，效率高
运行速度：运行速度特别快，非常好，非常满意
画面效果：画面很清晰，分辨率很高，真的很棒
外形外观：外观时尚，很精致，做工很好，手感很棒
产品包装：包装很精美，质量非常好的纸盒包装，物超所值。京东发货速度很快，买的套餐也很值，疫情期间发货速度也是如此的神速，点赞！谢谢京东的快递小哥！全5星好评。
稳定性：操作起来很稳定，很流畅",2
p游戏没有，国行说春节出马赛和马车，游戏呢？,0
"流畅度：非常不错的国行体验
运行速度：只是玩了一下马里奥游戏
稳定性：良好
外形外观：没有损坏，值得推荐所有人购买",2
就一款游戏，还不能联网下载别的服的游戏，感觉就是一块砖，问能不能用别的版的卡带，居然还不能联网玩，那真的是没有什么用呀，你们发售前就没有想过嘛？说的别的游戏呢？就让用户买回来当砖？差评，差评，差评！我在京东买了这么多东西，你是第一个让我给差评的！过分,0
6月1号购买，2号收到货，7号第一次连电视玩，发现TV模式右手柄连接断断续续，距离稍远（2-3米）一定会断掉，8号申请换货，京东的处理速度很快，到了腾讯客服，先要我通过腾讯***自行快递回厂检测，理由是可以快一些，因为通过京东返回，售后周期会长达30天，我还是选择了通过京东，第一是基于对京东一贯服务的信任，第二，是想试试看，一个几乎全新的购买不超过七天的机器，腾讯售后检测底会不会长达30天。如果真的这样长，那真的厉害了，毕竟质保也只有一年，检测一下就要一个月。这期间没有备机，不能退换，只有等，可称得上是我在京东见过的最牛十三的商家。现在坐等，结果如何，后续追评。,1
从国行勇士变烈士了。。一个游戏。。,1
可以的可以的，买完第二天就降价。棒。,0
路上很快，回来就拆掉了。刚开始一直很纳闷儿，为什么没有说明书，开机以后才发现系统教程做得非常完善，初学者也能很好地上手。买了以后才想起查着查这个游戏机怎么样，实际体验以后，感觉很值，从没玩过如此新颖的游戏设备，拆拆装装感觉在玩儿乐高积木，很有意思。建议大家后期入手各种游戏外设，全家人会很嗨皮。,2
步步高点读机，妈妈再也不用担心我的学习了，因为我彻底的戒掉了游戏。?,0
套餐价格忽悠人，明明就2657元的，标2799来假促销。,0
当天下单，隔天收到，速度很快，但是买的时候注意下不同套餐，拆封就不能退换了，这点服务一点都不人性化，感觉一般，还没开始用，主要搭配健身环还没到货，后期看看效果。,1
"流畅度：很快
运行速度：很快
都说是国行勇士，但我就是喜欢国行。。保修因为疫情又延长了半年。游戏还好，虽然少，但是和朋友玩玩马里奥还是非常开心的，赛车已经买了，马上可以赛车啦，哈哈，希望国行越做越好！",2
流畅度：很流畅无卡顿.画面清晰.色彩丰富.玩马里奥类的游戏就像在童话故事城堡里.炒鸡可爱?.而且外观也很好看.我买了阔爱的贴纸搭配透明的壳子.女孩纸特别喜欢啦.男孩纸也阔以贴哦.猛男立马变萌男?喜欢玩游戏的话switch入股不亏!,2
太垃圾了到现在只有一个游戏，今天爆出国行卡带，其他服的还不能玩，**游戏机没游戏，卖**,0
"现在真是谁买谁**，我入的首发，结果都2月份了，还**没出第二个游戏，怎么不去老八那吃蜜汁小汉堡，这运营仿佛在搞笑，md，我是**，而tx你**一样是**，欺骗消费者，一款游戏卖主机卖一个月，吃老八蜜汁小汉堡去吧，
**** you TX",0
关注了一段时间才决定买的，东西还是挺不错的，不仅外观好看做工也不错，玩游戏挺流畅的，还可以连接到电视上面玩。不过可惜内置一款体验版的超级玛丽，如果想要玩完整版的还需要花299元到游戏商店购买！这还不是最惨的！最惨的是，游戏商店里面仅有这一款游戏可以买！昨天ns到家已经没有什么兴趣了！！！,1
游戏出的太慢，没有游戏玩，买了白买！！！,1
翻车了，屏幕中间有脏点，怎么擦也擦不掉，国行的品控真是醉了,0
"真的无语。信任京东直接预购，结果没有一点优势，还把自己坑了。
支付尾款少用一个券，想重新支付，只能取消，又怕定金不退，咨询客服是否可以重新付尾款，客服说不行。
送人的，懒得折腾了，失望。",0
"流畅度：新机玩起来挺流畅
运行速度：开机速度很快
画面效果：画面效果不错
外形外观：外观喜欢
稳定性：稳定性不知道",2
商店里只有一款游戏，这样的主机和废物无异，还告诉我其他游戏什么时候上线不知道，想退货还不行，那么这么着急卖主机干什么？这样的东西拿来销售你们良心不会痛吗？想买这款机器的人想清楚，不要相信之前的那些评价！,0
之前也了解过国行，锁服。已经做好吃灰准备才买的。游戏确实太少了，而且除了玛利欧，没什么大作。游戏审核，太慢了，好不容易上个游戏，还都是国产小游戏，**，,0
还行吧，说续航增加感觉也没增加个啥，感觉100的电量5分钟就掉百分之一的电量，劝你们现在不要买国行的版本，真的，商店里面就一个马里奥游戏，还要299，买港版日版的还能租游戏玩，买了一个just dance游戏卡，还不能联机&hellip;&hellip;希望国行的赶紧增加游戏吧，不然就要吃灰了&hellip;&hellip;,1
买的套餐啊   收到了发现没有游戏卡  问快递员他说可能仓不一个地方是给你分发的 问客服 客服说一起发的  要求补发游戏卡 客服又各种给你推脱,0
屏幕上有个白点 结果店铺客服 和 官方客服都不太管店铺客服推给官方客服 官方客服就说说有白点很正常不管 很失望 不能跨服也没出什么游戏就很失望了 结果机器出现瑕疵品也是不管的态度 对switch的代理很失望 一次失败的购物,0
这价降的漂亮,1
联不上网，也不给退换货。告诉我因为我拆开包装了。你告诉我不拆开包装不开机的情况下我如何测试不能联网问题。,0
本来支持一波国产的，但与预期的相差甚远，只有一个游戏，虽然广告单上写着随后会上新游戏，但说句难听话，国产游戏机要是爆死的话，这游戏机就砸到手里了，算了！已经拆封了，不可退换已经砸手里了。,1
非常好的游戏机，而且可以用外服卡带，唯一缺点就是新机器手柄就上下松动，拆包装了，客服回复如果严重一年保修，真是倒霉,1
当3ds的画质已经再也看不进去的时候，国行它终于来了。从购买的方便到物流的迅速到包装的精美再到机器本身的质量都让我十分满意。简单玩了一会儿试玩版之后不禁感慨科技的进步给游戏机带来无限的可能，当然也得感谢游戏厂商不忘初心，努力做好游戏。本人并不在乎国行是否锁区锁服，只要能和家人朋友一起分享快乐就很足够。最后希望商店能尽早更新游戏，不要让大家等的太难受！,2
纠结了很久，作为一名游戏新手，主要以单机游戏为主，也是给孩子娱乐为主要目的，所以最终还是入手了国行。东西没话说，ns的上手体验还是非常好的，各种组合玩法，给疫情隔离期间增加了很多乐趣。希望腾讯给力，能引进更多游戏吧。,2
"运行速度：很流畅，接电视速度很快
稳定性：很愉快，玩起来没问题
画面效果：清晰，高清吧
外形外观：很好看，人生第一台游戏机，30多岁的人了",2
没有收到赠品，不知道什么情况,1
当时看到赠送京东会员，结果说只有独立主机才有。你这个套餐也没见的便宜多少吧，我只是不想分开买而已。一分好评给的是店铺，你们别给Switch摸黑了,0
等了两个月，还是只有一个游戏，很失望，大家还是买海外版吧，别买国行了,0
差评，评论不想多写一次。常情请见图片，另外~上搜腾迅switch，骂声一遍。怪自己没做好功课,0
买的套装，包装打开少了套装里的内存卡和行李牌。联系快递，说不关他的事，让打950616，打过去后，说是物流客服，有让打950616，说是商城客服。电话一接通，客服就让联系厂商（自营的联系什么厂商啊！），然后是一番交流，之后要等24个小时。说是应该（不确定的意思）在主机合里，但是出现过漏发的情况，要进一步核实下才能确定是否漏发货。因为主机合一拆开就不能退了，还在等他们核实。,0
非常不错额的游戏机，运行流畅，画面精美，音效也很好，做工精细，值得拥有！,2
谁买谁后悔，就一个采蘑菇的游戏机几千块，比小霸王差远了，今年最差劲的一次购买,0
不推荐大家买国行，谁买谁后悔，买国行不如捐出去为慈善事业做贡献。,0
"产品包装：包装完好无损！
流畅度：很好！
运行速度：很快！
稳定性：很好！
画面效果：画面效果很好！
外形外观：颜色很好看，机身无损！国行机子价格便宜，现在还延长了保修，虽然游戏比较少，但是都在逐步慢慢更新。如果等不及官网游戏开卖的，一样可以购买其他版本的实体卡，在机子上一样可以玩！选国行机子还是没错的！",2
"不错 手感很好
也不卡顿
建议多买一个手柄 
游戏卡最好买机器时候一起买好",2
没有游戏可玩，无法和海外服务器互通,0
还不错，送女朋友一套switch加健身环大冒险，京东送货也很快,2
真的无语，发售快2个月了，只有1个游戏，玩你?,0
机器收到了，画面太美了，质量杠杠的，国行质量还是有保证的。就是游戏少了点...,2
游戏机真的不错，可以陪伴我很久了。任天堂游戏机的质量蛮好的，休闲娱乐健身都行，对路就行。,2
差评，国行从头到尾只有一个游戏，锁服不能跨区下载数字版，请问为什么要搭配内存卡？给客户造成错觉？！,0
后壳有划痕   难受,0
非常不好的时候一次购物体验，为了支持国行，首发入坑，手柄异响换机时长半个月之久，无奈游戏太少，只有一款，真的要成为孤儿了吗？,1
一直很想下手的游戏机，这次活动价格实惠，24期免息购买，没有任何压力，第一次玩很容易就上手了，游戏玩起来很流畅，画质很清晰，里面只有一个体验版的马里奥兄弟，别的游戏需要另外购买，买了一个马里奥卡丁车，国行版本的游戏有多少,2
完单机够了，想要连击什么的就算了吧,1
差评，游戏出这么慢就不要急着发售，买来吃灰,0
等了很久，国行终于出来了，售后有保证，以后可以一起玩游戏了，机子续航强，游戏顺畅，希望游戏快快更新，等不及了，,2
目前国行商店只有一款游戏，没啥玩的，购买需考虑,0
就一个游戏，呵呵,1
游戏都没有，卖什么机子,0
"流畅度：流畅度就不用多说了毕竟是专业游戏主机
画面效果：画面还是很好的，用65寸电视链接效果也还很好
运行速度：目前就入手了个奥德赛运行起来还是很流畅的，默默其他游戏
希望国行游戏尽快过审，丰富游戏多样性，人懒其他版本使用起来太麻烦，做个轻度玩家就好",2
"流畅度：挺流畅的
稳定性：左边手柄有点松，全看运气",1
没什么好说的，买国行期待着过年家里来人一起玩玩的，不会让我这种合家欢游戏还非要买卡带吧，我**，我不听劝,0
"流畅度：很高
运行速度：很快
稳定性：很稳定
画面效果：一级棒
外形外观：一级帅气",2
老公心心念念了几个月，终于出了国行版，马上预定了一台，在正式发货的第二天拿到了机器。做工很精细，两个手柄插在主机两侧就是掌机，拆下来可以分别单独使用，还可以合在一起做一个大的手柄。目前国行版不支持其他的数字游戏，只有一个马里奥，机器自带了3关试玩。我们买了几个网上评价比较好的游戏，分手厨房非常推荐，两个人边吵边玩，还好没有真的分手，游戏机还有体感功能，这个是我一直想要的，玩舞力全开一会真的有出汗。期待国行尽快上健身环大冒险。目前老公沉迷塞尔达，说游戏做的非常精细。希望这个游戏机能用好多好多年；）,2
"不错，质量很好，感觉性价比还算过得去，相比较其它版本更加便宜，希望以后国行能出更多游戏或者配件啥的，希望国行能越办越好。
后面就水一下评论。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
画面效果：nice",2
"流畅度：可以
运行速度：可以
稳定性：可以
画面效果：可以
外形外观：可以
产品包装：可以
不推荐喜欢玩游戏的玩家购买！这个产品很完美，但是腾讯是不完美的。从发布会到现在几个月时间之前说过的游戏没有一个发布的，官方也没有任何的说法，官网微博微信公众号也没有发表任何关于这件事的解释。之前说的国内服务器也没有一点消息。对国行真的很失望，不是机子不行是感觉自己作为一个游戏玩家腾讯的这种态度很让人失望。东西是好东西，塞尔达传说也很好玩，但是真的不推荐喜欢游戏的玩家购买，这条路太不好走了                  &mdash;&mdash;国行壮士",0
千万不要买   只有一个马里奥  什么游戏都没有  拆了就不能退,0
本想疫情期间买个游戏机和孩子玩玩，结果只有一款游戏，而且达不到体感效果，最失败的购物体验。,0
看中了这个switch，一直在犹豫是买国行的还是海外版，最后根据我自己玩游戏的习惯，决定了购买国行。其实对于没有联网需求且单机游戏就能满足的我，国行足够了。价格也低很多。国行卡带和海外版卡带都可以在国行机子上玩儿，也可以正常更新，而且还有一年保修。终于入手，很开心,2
产品包装：就一款游戏也好意思出来卖，京东第一次1星送给你，**。,0
特别差评，购买时没有明确在商品信息上标注商店只有一款产品，相当于不支持内存卡下载数字版本，只能用卡带，体验特别不好，强烈建议不要买不要买必要买国行。,0
机器来说还是很不错的，但有个问题，配件中的HDMI线是坏的，哎~害的我以为电视坏了。另外找了一根线换来换测试了好几遍才发现。新机一条线都是坏的，这个品控也是醉了,1
早上买，下午到，很满意！主要是看重快，不然港行或日版都是不错的选择！,2
目前就一个游戏等待升级，外观方面没得说红蓝搭配喜欢的嘞，性能等玩玩后续会追评，画面效果很清晰，运行速度快，玩了几局超级玛丽，发现超级玛丽的游戏都有新的造型了，游戏机包装很完整，比较相信腾讯，期待他后续的游戏多样性！,2
很好?很满意的一次购物，很久前买过任天堂的游戏，回忆着过去也很开心，一直喜欢京东购物方便快捷，感谢快递小哥很给力，必须给五星好评,2
其中一个手柄摇杆有问题，申请寄出去维修了，新机买来缺个手柄，搞的没法玩。太不爽了！！！,0
已经上架半年了， 游戏一款 变成三款   半年时间，就这审核速度，不知怎么想的， 别做烈士了，兄弟们  太垃圾了国行，不知道为什么会有旗舰店。别信，买日款吧 新手,0
"外形外观：挺好看的，有信仰，京东物流超级快，晚上下单第二天送达
画面效果：国行版目前只有一个游戏，期待后期快点审批多添加几个游戏
产品包装：机器比较大，厚重，配件很多，和其他版本一样
运行速度：速度很快，活力套餐比较实惠，有200G内存卡",2
东西都没给我发全，拍了个主机?盒子?128G的卡。就收到个主机，真的心累！！！！！！！！！,0
主要给售后客服差评  其次是质量问题,0
说好的数周有新游戏，欺诈,0
"外形外观：好好看
画面效果：精致细腻
第一次买Switch,买了2个游戏实体卡（好贵），舔了一下，非常甜，哈哈哈哈",2
"东西是好东西，客服是好客服，快递是好快递。
游戏你快点出行不行？",1
"流畅度：顺畅
运行速度：飞快平稳
画面效果：清晰贼好
外形外观：喜欢的外观
产品包装：有点瑕疵",2
